Company Name,Ticker,Zacks Rank,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %
"Spotify Technology","SPOT","3","106393.82","516.77","1377028","-7.11","-3.92","11.78","31.93","-21.55","14.61","18.44","738.53","412.75","85","Computer and Technology","Internet - Software","18.44"
"ARS Pharmaceuticals, Inc.","SPRY","3","432.6","4.35","1435965","-3.33","-18.69","-49.18","2.68","-67.08","-5.46","-184.25","13.06","4.11","165","Medical","Medical - Drugs","-184.25"
"SPS Commerce","SPSC","3","2939.41","81.65","511725","-1.66",".37","41.53","50.28","-19.24","17.83","22.49","113.04","49.91","106","Business Services","Business - Services","10.1"
"Sprout Social","SPT","2","625.92","10.33","1255050","-11.18","-.1","34.86","55.17","-19.19","12.72","11.26","14.67","4.99","165","Computer and Technology","Internet - Services","-6.13"
"SPX Technologies, Inc.","SPXC","2","9075.06","181.19","463044","-1.09","-9.81","-23.94","4.23","-20.15","14.17","15.06","246.41","178.31","29","Construction","Building Products - Air Conditioner and Heating","11.27"
"Sociedad Quimica y Minera","SQM","3","19861.36","69.53","989012","-.29","-15.55","-.47","52.73","-10.9","1.05","20.62","95.31","40.77","98","Basic Materials","Chemical - Specialty","20.62"
"Spire","SR","4","4714.84","79.76","530321","-1.97","-3.17",".61","19.84","-14.97","-4.5","11.37","95.19","75.94","181","Utilities","Utility - Gas Distribution","21.48"
"Sportradar Group","SRAD","5","3755.23","12.54","1838428","-5","-4.27","-17.01","2.33","-53.49","21.85","1.23","30.14","12.12","85","Computer and Technology","Internet - Software","1.23"
"Sempra","SRE","3","53096.7","81.2","3813827","-2.16","-3.98","-13.53","NA","-18.92","3.92","24.52","99.75","81.2","92","Oils-Energy","Alternative Energy - Other","16.7"
"Sarepta Therapeutics","SRPT","3","2127.33","20.14","3187565","-3.73","11.09","18.33","55.06","-17.49","15.58","3.83","24.45","14.86","165","Medical","Medical - Biomedical and Genetics","-13.48"
"Strata Critical Medical, Inc.","SRTA","2","477.72","5.4","737077",".75","-9.55","4.25","56.15","-1.02","-20.73","-3.27","6.47","4.03","78","Medical","Medical Services","15.71"
"SouthState Bank Corporation","SSB","3","9999.04","103.11","616014","-2.83","-3.55","3.12","67.73","-3.41","53.76","35.54","111.59","85.31","72","Finance","Banks - Southeast","25.09"
"SS&C Technologies","SSNC","3","18866.26","80.4","1537700","-1.01","-3.76","27.74","66.51","-18.92","6.63","25.33","89.64","62.05","156","Computer and Technology","Computer - Software","13.16"
"The E.W. Scripps Company","SSP","NA","286.35","3.09","624043","-2.22","-6.93","8.42","33.44","-31.72","-14.31","-1.19","5.16","2.05","106","Consumer Discretionary","Broadcast Radio and Television","-58.02"
"Silver Standard Resources","SSRM","3","7376.61","36.61","2277904","5.17","-5.18","29.02","86.82","47.24","63.68","34.04","39.21","19.48","184","Basic Materials","Mining - Miscellaneous","12.3"
"Shutterstock","SSTK","NA","167.37","4.53","961990","-13.88","-15.49","-67.94","NA","-79.09","5.84","12.44","26.41","4.53","221","Computer and Technology","Internet - Content","-22.87"
"Stratasys","SSYS","3","681.63","7.91","682976","4.77","3.4","-3.42","9.76","-19.66","-3.73","1.58","12.44","7.42","106","Industrial Products","Commercial Printing","-21.05"
"Sensata Technologies Holding","ST","3","6089.22","41.84","1318191","1.11","-.29","-10.77","53.2","10.81","-5.8","13.98","53.55","28.53","106","Computer and Technology","Instruments - Control","2.37"
"STAAR Surgical","STAA","3","1018.93","20.32","1018425","-11.92","-12.64","-30.72","24.48","-22.42","-23.72","17.73","33.34","16.1","106","Medical","Medical - Dental Supplies","1.13"
"Stag Industrial","STAG","4","7232.24","37.51","1445034","1.43","1.24","-4.21","39.76","-10.04","10.14","28.04","42.04","34.52","156","Finance","REIT and Equity Trust - Other","28.04"
"STERIS","STE","3","20179.6","206.97","660678","-3.13","-12.99","-2.94","10.93","-28.03","8.73","16.99","268.65","199.4","95","Medical","Medical - Instruments","13.34"
"StepStone Group","STEP","3","5662.89","47.45","1051596","-7.7","-3.56","17.83","21.54","-34.81","69.69","19.98","76.27","39.54","102","Finance","Financial - Miscellaneous Services","-30.54"
"Stagwell Inc.","STGW","2","2041.37","8.35","1132213","-5.11","-5.97","19.97","79.8","50.54","2.39","8.02","9.35","4.4","64","Business Services","Advertising and Marketing",".53"
"Neuronetics","STIM","3","217.16","2.85","1254546","-1.89","-1.38","109.56","78.77","82.07","99.17","-19.42","3.3","1.18","95","Medical","Medical - Instruments","-19.62"
"Steel Dynamics","STLD","2","32964.03","229.99","1006919","-1.94",".31","-1.81","64.02","19.66","3.63","7.83","282.76","136.09","69","Basic Materials","Steel - Producers","7.83"
"Starling Oncology, Inc.","STLN","3","675.07","6.83","1272424","4.75","11.42","21.96","97.16","69.14","27.79","-6.18","6.96","2.38","165","Medical","Medical - Biomedical and Genetics","-6.18"
"STMicroelectronics","STM","3","46372.8","51.63","7279008","8.06","4.62","-30.97","51.83","75.47","-11.07","5.96","79.91","21.2","32","Computer and Technology","Semiconductor - General","3.56"
"Stantec","STN","3","7931.11","70.74","320732",".44","-4.68","2.51","8.5","-33.91","6.48","9.56","113.7","66.75","50","Business Services","Consulting Services","5.91"
"StoneCo","STNE","3","2416.86","9.71","5978648","-2.22","1.68","-10.84","5.71","-42.12","3.08","16.77","19.46","9.12","85","Computer and Technology","Internet - Software","22.92"
"Scorpio Tankers","STNG","4","4346.53","86.21","858411",".88","10.27","23","95.72","49.53","-24.58","46.81","87.85","49.51","59","Transportation","Transportation - Shipping","67.16"
"Stoke Therapeutics","STOK","4","1809.96","28.05","752869","-5.24","-13.21","-13.4","35.54","-22.09","404.5","-753.6","38.35","22.37","165","Medical","Medical - Biomedical and Genetics","-753.6"
"Sterling Infrastructure, Inc.","STRL","3","15680.9","512.64","552782","8.41","3.22","-37","32.26","47.59","17.69","14.42","993.74","283.57","156","Construction","Engineering - R and D Services","12.55"
"State Street","STT","2","50655","184.4","1559721","-2","-3.42","8.36","88.16","26.01","2.24","24.65","194.26","111","175","Finance","Banks - Major Regional","15.02"
"StubHub Holdings, Inc.","STUB","4","2273.44","5.95","6215150","-2.3","-10.8","-53.88",".48","-61.23","-1.44","-7.44","20.5","5.88","153","Retail-Wholesale","Internet - Commerce","-93.54"
"Stevanato Group","STVN","4","6514.14","21.51","327381",".89","-3.41","23.91","56.98","-5.75","12.31","12.69","27.61","13.43","165","Medical","Medical - Drugs","10.99"
"Starwood Property Trust","STWD","4","5552.53","15","3984744","-2.85","-7.92","-11.56","1.12","-26.57","-5.27","30.23","20.3","14.94","221","Finance","REIT and Equity Trust","11.35"
"Seagate Technology","STX","1","199497.58","877.325","3517692","8.91","10.4","-9.42","75.44","180.86","34.06","29.01","1094.04","211.63","49","Computer and Technology","Computer - Integrated Systems","26.11"
"Stereotaxis","STXS","3","136.27","1.36","502746","2.26","-4.23","-21.39","4.33","-47.87","20.28","-50.42","3.57","1.26","95","Medical","Medical - Instruments","-74.24"
"Constellation Brands","STZ","4","20218.46","118.39","2283967","-5.29","-13.96","-15.23","NA","-24.34","-10.96","23.11","166.68","118.39","204","Consumer Staples","Beverages - Alcohol","18.87"
"Suncor Energy","SU","3","78645.88","67.24","4536535","-2.15","-.19","24.96","86.26","33.63","-5.44","16.14","71.87","38.17","106","Oils-Energy","Oil and Gas - Integrated - Canadian","15.62"
"Sun Communities","SUI","3","13853.64","113.74","1201017","-3.64","-7.85","-6.18","NA","-19.07","-28.41","8.21","137.18","113.74","106","Finance","REIT and Equity Trust - Residential","-39.03"
"Sunoco","SUN","2","15243.05","74.42","556993","-5.95","-2.22","8.55","82.41","25.19","11.05","2.88","79.97","48.42","10","Oils-Energy","Oil and Gas - Refining and Marketing - Master Limited Partnerships","2.88"
"Supernus Pharmaceuticals","SUPN","3","2490.83","42.78","573978","3.11","-5.17","-8.59","9.54","-24.11","8.63","21.06","57","41.28","50","Medical","Medical - Generic Drugs","-13.23"
"Grupo Supervielle","SUPV","3","699.49","7.99","468009","-5.67","-6.55","-17.63","40.39","-40.41","-19.44","-2.59","12.86","4.69","62","Finance","Banks - Foreign","-3.6"
"Suzano","SUZ","3","11470","9.25","2691764",".54","1.98","20.6","41.69","-12.69","2.08","14.53","11.46","7.67","168","Basic Materials","Paper and Related Products","17.2"
"Service Properties Trust","SVC","3","862.53","6.66","1493787","-.15","-16.85","-21.18","8.84","-36.18","-4.33","-25.44","14.5","5.9","156","Finance","REIT and Equity Trust - Other","-25.44"
"Silvaco Group, Inc.","SVCO","4","249.06","7.35","309989","13.6","7.3","-40.73","39.01","60","5.67","-4.35","13.79","3.23","47","Computer and Technology","Electronics - Semiconductors","-30.44"
"Silvercorp Metals","SVM","3","2616.87","11.83","1901360","3.41","-6.48","8.33","63.19","25.05","46.58","37.07","15.71","5.17","184","Basic Materials","Mining - Miscellaneous","6.32"
"Savers Value Village, Inc.","SVV","2","1422.24","9.22","1069180","-6.49","-15.57","-6.3","32.07","-12.97","9.19","4","13.71","7.1","180","Consumer Discretionary","Textile - Apparel","1.42"
"Smurfit Westrock PLC","SW","3","23818.58","45.41","4274780","3.79","-6.74","-1.65","66.25","3.53","47.7","2.68","51.84","32.79","168","Basic Materials","Paper and Related Products","1.59"
"Smith & Wesson Brands","SWBI","2","619.24","13.81","674486","4.62","1.17","-10.33","66.39","23.35","10.36","4.42","16.67","8.16","98","Consumer Discretionary","Leisure and Recreation Products","4.44"
"Latham Group","SWIM","3","752.93","6.4","817301","NA","-8.57",".16","50.93","-11.14","7.35","2.14","7.98","4.76","168","Construction","Building Products - Miscellaneous",".92"
"Stanley Black & Decker","SWK","3","13392.16","88.68","1620610","-.24","-9.98","-5.31","63.42","5.25","-1.53","5.18","104","62.12","64","Industrial Products","Manufacturing - Tools & Related Products","4.07"
"Skyworks Solutions","SWKS","3","13352.95","88.74","7972509","11.96","32.72","31.06","93.35","23.38","-2.18","20.74","91.32","52.5","210","Computer and Technology","Semiconductors - Radio Frequency","7.23"
"Southwest Gas","SWX","2","6132.54","84.65","679235","-2.03","-5.49","-5.56","44.11","-6.74","-62.05","15.72","94.05","77.23","181","Utilities","Utility - Gas Distribution","31.85"
"SunCoke Energy","SXC","2","806.31","9.5","975130","-.42","-1.14","16.28","78.16","16.33","-5.07","2.16","10.57","5.67","106","Oils-Energy","Coal","-2.88"
"Sensient Technologies","SXT","1","5518.27","129.65","305214","2.45","-5.67","9.35","85.68","21.66","3.52","9.81","137.45","82.96","98","Basic Materials","Chemical - Specialty","9.27"
"SoYoung International","SY","NA","278.38","2.74","1119618","4.58","16.6","90.28","45.08","-5.64","8.41","-12.33","4.47","1.32","78","Medical","Medical Services","-13.62"
"Synchrony Financial","SYF","3","24402.81","75","2998574","-1.16","-6.27","-4.3","45.44","-20.75","-.19","18.93","88.47","63.78","102","Finance","Financial - Miscellaneous Services","15.44"
"Stryker","SYK","3","105171.9","274.19","2917349","-2.72","-16.36","-17.04","3.53","-31.22","11.16","20.85","388.35","270.01","98","Medical","Medical - Products","14.43"
"SYMBOTIC INC","SYM","3","26587.08","43.96","1619093","5.67","9.82","4.32","11.69","-34.86","23.31","6.8","87.3","38.22","156","Business Services","Technology Services",".48"
"Synaptics","SYNA","1","3785.07","95.36","706454",".32","1.79","-18.76","41.37","13.58","11.44","15.53","147.57","58.52","47","Computer and Technology","Electronics - Semiconductors","-41"
"Sysco","SYY","3","37612.54","78.43","3706352","-6.12","-6.48","-5.96","41.77","-6.17","3.91","2.62","91.16","69.3","210","Consumer Staples","Food - Miscellaneous","2.08"
"AT&T","T","3","174393.22","25.45","35338152","-4","-.93","16.64","56.99","-9.67","2.71","12.77","29.2","20.48","218","Computer and Technology","Wireless National","16.94"
"TransAlta","TAC","2","3890.27","12.31","2159839","4.41","1.74","-9.62","13","-14.14","-17.11","2.57","17.73","11.5","153","Utilities","Utility - Electric Power","-2.76"
"Takeda Pharmaceutical Co.","TAK","1","60527.59","18.89","2044523","1.56","3.56","18.21","97.25","6.82","-5.86","17.97","19.05","13.23","165","Medical","Medical - Drugs","3.8"
"TAL Education Group","TAL","1","6548.15","11.82","5672094","1.46","2.96","24.68","72.47","-4.48","33.72","29.8","12.91","8.95","203","Consumer Discretionary","Schools","28.43"
"Talos Energy","TALO","1","2741.57","16.42","1933199","-7.02","-3.01","22.9","79.68","31.36","-9.8","-1.16","18.33","8.93","95","Oils-Energy","Oil and Gas - Exploration and Production - United States","-20.46"
"Molson Coors","TAP","3","7044.43","37.56","5249001","-3.89","-12.63","-5.51",".18","-29.06","-5.05","8.86","54.38","37.53","204","Consumer Staples","Beverages - Alcohol","-17.83"
"Tarsus Pharmaceuticals","TARS","4","3399.18","77.46","754957","-3.11","6.39","26.44","63.76","-16.6","146.71","-7.67","90.78","54.03","165","Medical","Medical - Biomedical and Genetics","-7.67"
"TaskUs","TASK","3","793.09","8.65","446710","4.98","10.47","80.58","30.31","-35.32","18.95","11.37","18.03","4.57","102","Computer and Technology","Computers - IT Services","8.75"
"BBB Foods Inc.","TBBB","3","6221.22","52.47","530869","1.98","3.25","26.34","100","38.54","29.35","-3.68","52.47","24.12","178","Consumer Staples","Consumer Products - Staples","-3.68"
"The Bancorp","TBBK","3","2050.76","50.28","594533",".1","-24.73","-18.48",".82","-34.35","24.06","34.51","80.34","50.03","82","Finance","Banks - Northeast","27.72"
"Turtle Beach","TBCH","5","227.27","12.69","383339","2.67",".79","2.92","36.69","-20.26","-14.18","-.82","17.09","10.14","221","Computer and Technology","Computer - Peripheral Equipment","-1.07"
"Taboola.com","TBLA","2","912.66","3.62","1896258","-7.42","-.82","-27.31","25.48","-30.77","8.26","7.79","5.58","2.95","102","Computer and Technology","Computers - IT Services","6.05"
"Theravance Biopharma","TBPH","3","885.22","17.05","387570",".12",".24","-.06","48.54","-19.66","66.92","14.86","20.74","13.57","165","Medical","Medical - Drugs","51.58"
"Texas Capital Bancshares","TCBI","4","4130.06","95","452285","-3.49","-3.06","-7.52","58.45","-7.5","3.03","27.25","107.74","77.08","174","Finance","Banks - Southwest","17.9"
"Tencent","TCEHY","3","508411.53","55.85","2863131","1.18","-2.17","4.12","7.44","-35.68","13.87","34.43","87.33","53.32","165","Computer and Technology","Internet - Services","29.83"
"Trip.com Group Limited","TCOM","4","26405.57","40.65","3799331","4.02","-11.67","1.73","4.84","-50.16","22.42","47.3","78.96","38.7","181","Consumer Discretionary","Leisure and Recreation Services","36.07"
"BlackRock TCP Capital","TCPC","4","338.97","4.04","706327","-.25","-.98","20.6","25.85","-34.89","-22.22","48.03","6.65","3.13","91","Finance","Financial - SBIC & Commercial Industry","-61.27"
"The Toronto Dominion Bank","TD","2","204022.95","124.04","1776863","2.57","6.43","3.08","98.37","16.09","-1.06","26.19","124.8","78.13","62","Finance","Banks - Foreign","14.41"
"USA TODAY Co., Inc.","TDAY","NA","938.17","6.39","2185658","-3.03","-.31","-26.13","52.35","9.39","-8.25","-1.52","9.03","3.49","181","Consumer Discretionary","Media Conglomerates","-1.81"
"Teradata","TDC","3","2730.48","29.36","1656297","-.03","6.69","-14.45","51.2","-14.97","-4.97","17.21","37.88","20.42","21","Computer and Technology","Computer- Storage Devices","27.08"
"Transdigm Group","TDG","3","62066.7","1109.65","371917","-.14","-7.46","-16.15","8.99","-26.44","11.22","23.64","1450","1076.01","43","Aerospace","Aerospace - Defense Equipment","19.69"
"Teladoc Health","TDOC","3","1139.16","6.27","3198047","-3.54","1.13","-27.85","34.29","-21.03","-1.54","-6.62","9.72","4.47","78","Medical","Medical Services","-7.13"
"Telephone and Data Systems","TDS","3","4227.62","36.73","1342472","-2.6","11","-3.01","25.67","-21.02","-75.26","40.24","47.59","32.98","242","Utilities","Wireline - National","33.2"
"ThredUp","TDUP","4","316.51","2.41","2252613","-11.07","-14.24","-65.57","NA","-66.75","19.53","-5.6","10.66","2.41","178","Consumer Staples","Consumer Products - Staples","-6.65"
"Tidewater","TDW","3","4257.64","85.57","589104","-3.4","-7.91","28.48","71.79","49.36",".52","5.23","100.61","47.29","184","Oils-Energy","Oil and Gas - Integrated - United States","18.34"
"T1 Energy Inc","TE","3","1310.65","4.45","18710006","1.83","3.01","-49.89","25.59","-41.27","25572.84","-29.49","12.04","1.84","234","Oils-Energy","Solar","-38.49"
"Atlassian","TEAM","3","49654.75","195.67","3603228","1.5","14.21","146.87","100","6.39","26.02","23.22","195.67","57.15","85","Computer and Technology","Internet - Software","-.82"
"BioTechne Corp","TECH","3","11364.62","72.47","2557249",".28",".11","2.21","99.97","8.64","-.38","24.97","72.48","43.3","165","Medical","Medical - Biomedical and Genetics","14.97"
"Teck Resources","TECK","3","32243.32","66.76","2781987",".77","-4.9","14.73","84.56","22.9","18.81","20.35","71.97","38.23","184","Basic Materials","Mining - Miscellaneous","17.85"
"TE Connectivity","TEL","3","60800.67","210.01","2003672","3.27","3.75","5.91","26.66","-18.62","8.94","16.56","249","195.84","39","Computer and Technology","Electronics - Miscellaneous Components","15.61"
"Tempus AI, Inc.","TEM","2","14079.32","78.03","6579220","25.43","17.92","33.82","59.13","16.5","83.41","-4","103.25","41.55","82","Medical","Medical Info Systems","-17.77"
"Tsakos Energy Navigation Ltd","TEN","NA","1534.1","50.92","443193","2.62","19.45","42.39","94.05","100.23","-.67","34.81","52.81","21.04","59","Transportation","Transportation - Shipping","33.81"
"Tenable Holdings","TENB","3","3987.07","36.2","5998272","3.19","6.66","8.09","75.76","35.63","11.04","21.3","42.65","16.04","85","Computer and Technology","Internet - Software",".65"
"Telecom Argentina Stet  France Telecom","TEO","3","6069.09","14.09","302721","2.1","3.99","9.39","80.02","6.99","49.78","7.61","15.98","6.52","106","Utilities","Wireline Non-US","7.61"
"Teradyne","TER","1","59650.25","381.54","2460246","15.9","4.56","-17.63","71.97","73.78","13.13","27.13","483.84","118.82","47","Computer and Technology","Electronics - Miscellaneous Products","25.77"
"Teva Pharmaceutical Industries","TEVA","4","46681.77","40.06","4698614","8.01","8.48","20.26","100","13.16","4.32","15.49","40.06","18.34","50","Medical","Medical - Generic Drugs","4.08"
"Terex","TEX","3","6732.4","58.92","931316",".41","-10.57","-19.91","52.26","-2.69","5.73","6.35","74.58","41.78","106","Industrial Products","Manufacturing - Construction and Mining","2.23"
"Truist Financial","TFC","3","59859.68","49","6891236","-2.2","-3.56","-3.12","53.74","-12.21","25.5","28.72","55.81","41.09","175","Finance","Banks - Major Regional","19.13"
"Triple Flag Precious Metals Corp.","TFPM","3","6748.66","32.76","493540",".46","-5.59","8.8","40.73","-13.06","44.5","59.36","41.36","26.85","202","Basic Materials","Mining - Gold","84.32"
"TFS Financial","TFSL","2","4716.87","16.82","691504","-1.69","-4.7","-4.05","69.86","10.83","4.37","29.69","18.61","12.67","95","Finance","Financial - Savings and Loan","12.36"
"Teleflex","TFX","2","5288.08","124.8","662251","-4.22","-9.77","-2.11","58.64","-9.84","-34.61","14.84","142.05","100.34","95","Medical","Medical - Instruments","-39.67"
"Trekor Metals Limited","TGB","3","3171.75","8.67","5018576","10.59","-7.17","36.32","83.22","35.05","10.8","11.67","9.68","3.66","184","Basic Materials","Mining - Miscellaneous","1.59"
"Target","TGT","2","71647.14","157.71","3546744","-.62","-7.17","17.76","85.87","42.24","-1.68","3.55","169.89","83.68","28","Retail-Wholesale","Retail - Discount Stores","4.08"
"TG Therapeutics","TGTX","4","8749.43","57.16","1721890","5.85","2.05","2.58","94.08","69.05","87.32","56.12","59.06","26.94","165","Medical","Medical - Biomedical and Genetics","55.22"
"Target Hospitality","TH","2","2119.99","21.28","2239251","14.72","19.35","4.11","100","134.22","-16.99","-10.85","21.28","6.22","181","Consumer Discretionary","Leisure and Recreation Services","-10.85"
"Tenet Healthcare","THC","2","21013.04","260.97","820214","-1.34","-6.32","39.43","83.42","15.78","3.12","7.69","280.77","161.37","106","Medical","Medical - Hospital","10.27"
"Thor Industries","THO","2","3640.89","69.94","692203","-4.82","-11.94","-11.38","4.13","-39.94","-4.62","2.48","120.34","67.77","197","Construction","Building Products - Mobile Homes and RV Builders","2.67"
"Acuren Corporation","TIC","3","2016.36","9.24","1427517","-2.01","-.43","13.1","33.96","-19.43","39.45","-.91","14.49","6.54","156","Business Services","Technology Services","-5.64"
"Millicom International Cellular","TIGO","3","16073.59","95.11","771274","-.34","2.3","3.09","84.27","51.25",".26","8","104.31","45.81","209","Computer and Technology","Wireless Non-US ","9.19"
"UP Fintech Holding Limited","TIGR","3","927.63","4.89","2249193",".82","-5.96","8.19","7.81","-54.91","56.32","18.17","11.15","4.36","79","Finance","Financial - Investment Bank","16.22"
"Interface","TILE","1","1987.84","34.24","537186","-.55","-10.53","-4.04","65.84","8.12","5.41","9.73","39.32","24.45","72","Consumer Discretionary","Textile - Home Furnishing","10.1"
"TIM","TIMB","3","9165.17","18.93","416364","-.99","4.13","-12.28","15.45","-14.2","1.02","16.06","27.96","17.28","209","Computer and Technology","Wireless Non-US ","15.73"
"Titan Machinery","TITN","3","560.08","23.8","326893","-1.86","24.87","13.66","79.96","39.51","-10.18","-2.3","26.22","14.15","197","Retail-Wholesale","Automotive - Retail and Whole Sales","-2.46"
"The TJX Companies","TJX","2","144052.61","130.96","8738050","3.94","-6.93","-13.4","17.82","-24.84","7.12","9.21","168.41","122.84","28","Retail-Wholesale","Retail - Discount Stores","9.73"
"Teekay Corporation Ltd.","TK","NA","1246.14","14.36","564481","1.7","7.57","38.48","94.86","40.2","-22.19","15.78","14.71","7.9","77","Oils-Energy","Oil and Gas - Integrated - International","15.78"
"Turkcell Iletisim Hizmetleri","TKC","4","4549.6","5.17","2345546","-2.82","-4.61","-13.26","10.81","-16.67","20.62","7.12","7.15","4.93","209","Computer and Technology","Wireless Non-US ","7.13"
"TKO Group Holdings, Inc.","TKO","3","36173.23","191.12","1069360","-1.34","-1.19","-9.69","30.18","-19.38","68.85","4.46","224.96","176.49","27","Consumer Discretionary","Film and Television Production and Distribution","4.33"
"The Timken Company","TKR","3","7958.05","114.84","859165","-1.42","-6.42","-19.97","59.1","20.34",".19","8.87","145.32","70.79","47","Computer and Technology","Electronics - Miscellaneous Products","5.43"
"PT Telekomunikasi Indonesia","TLK","3","13739.93","13.87","644036","-9.11","-7.66","1.46","4.4","-41.91","-6.81","11.62","23.43","13.43","163","Utilities","Diversified Communication Services","11.62"
"Talen Energy Corporation","TLN","3","14372.84","299.97","717496","4.69","-1.82","-24.88","10.89","-29.45","22.03","16.62","445.84","282.15","92","Oils-Energy","Alternative Energy - Other","-5.38"
"Tilray Brands","TLRY","3","555.71","4.08","3363016","-1.45","-13.56","-11.5","1.17","-60.17","11.46","-13.12","21","3.88","98","Medical","Medical - Products","-13.12"
"Telos","TLS","1","301.19","4.03","708323","-6.06","-7.99","-10.64","3.87","-30.34","52.21","9.75","7.76","3.88","102","Computer and Technology","Computers - IT Services","-8.13"
"Tilly's","TLYS","3","120.21","3.93","1441635","-20.12","5.08","1.03","64.4","74.11","-2.79",".34","5.45","1.18","101","Retail-Wholesale","Retail - Apparel and Shoes",".34"
"Toyota Motor","TM","3","250892.69","192.5","318821","-2.56","-.68","12.34","31.79","-20.72","6.74","8.61","248.29","166.5","156","Auto-Tires-Trucks","Automotive - Foreign","8.61"
"TransMedics Group","TMDX","5","3016.82","87.29","692709","1.67","-6.74","29.72","28.57","-36.74","37.13","10.93","150.42","62.04","95","Medical","Medical - Instruments","22.69"
"Tencent Music Entertainment Group","TME","3","12858.8","8.17","8380155",".74","-5.66","-3.31","2.34","-58.91","20.92","29.2","25.29","7.76","181","Consumer Discretionary","Media Conglomerates","26.27"
"Thermo Fisher Scientific","TMO","3","243574.72","658.76","1978957","7.36","4.77","30.08","100",".23","3.91","19.28","658.76","438.34","95","Medical","Medical - Instruments","15.04"
"TMobile US","TMUS","3","177280.44","165.27","4448609","-9.64","-9.5","-5","NA","-28.24","8.49","12.68","239.49","165.27","218","Computer and Technology","Wireless National","11.45"
"Tandem Diabetes Care","TNDM","3","1225.98","17.62","1628203","4.82","-20.7","11.31","35.4","-29.33","7.93","-6.08","28.26","11.79","95","Medical","Medical - Instruments","-6.08"
"TriNet","TNET","3","3060.01","66.66","317695","-2.98","-4.22","31.61","86.75","-.61","-.85","21.73","71.67","33.85","190","Business Services","Outsourcing","3.58"
"TEEKAY TANK LTD","TNK","3","3411.93","98.76","557500","-1.24","7.34","49.66","95.85","62.99","-22.58","54.51","100.92","48.82","59","Transportation","Transportation - Shipping","51.35"
"Travel  Leisure Co.","TNL","3","3858.31","63.04","631247","-4.76","-13.79","-18.89","23.97","-21.2","4.06","11.02","78.74","58.09","181","Consumer Discretionary","Leisure and Recreation Services","5.81"
"Tonix Pharmaceuticals","TNXP","NA","183.86","10.72","438272","-8.61","-13.9","-15.92","6.42","-39.5","29.85","-548.64","28.37","9.51","165","Medical","Medical - Drugs","-548.64"
"Toll Brothers","TOL","3","12485.92","135.5","913040",".95","-8.1","-17.82","27.06","-11.66","1.11","11.14","166.12","124.14","236","Construction","Building Products - Home Builders","11.14"
"TON Strategy Company","TONX","NA","211.48","3.84","386485","20.75","26.73","46.56","38.56","70.12","1327.82","-843.38","7.09","1.8","102","Finance","Financial - Miscellaneous Services","-497.15"
"Toast","TOST","3","15317.2","29.8","8219005","-10.48","-18.82","5.82","39.01","-26.02","24.05","10","41.48","22.33","85","Computer and Technology","Internet - Software","7.14"
"Towne Bank","TOWN","4","2897.98","36.7","480792","-1.74","-2.96","1.21","69.44","-3.04","9.04","27.63","38.76","32.02","72","Finance","Banks - Southeast","25.64"
"Tutor Perini","TPC","1","4525.92","86.02","454602","1.79","-2.6","5.06","67.56","13.15","28.11","4.5","99.11","58.76","70","Construction","Building Products - Heavy Construction","2.08"
"TPG Inc.","TPG","3","17878.21","46.52","2419811","-3.04","-11.96","19.07","27.07","-35.76","33.43","46.5","69.66","37.93","168","Finance","Financial - Investment Management","4.67"
"Texas Pacific Land","TPL","3","25299.91","366.8","360317",".42","-1.78","-12.66","35.02","12.59","13.09","60.32","539.79","273.56","92","Oils-Energy","Alternative Energy - Other","60.32"
"Tapestry","TPR","3","22545.22","113.07","3323738","-4.1","-14.45","-22.85","21.62","-21.98","14.17","18.51","164.78","98.81","101","Retail-Wholesale","Retail - Apparel and Shoes","19.09"
"LendingTree","TREE","3","378.51","26.96","403766","-2.88","-12.95","-36.95","2.65","-55.23","24.12","4.71","76.51","25.61","240","Finance","Financial - Mortgage & Related Services","14.33"
"Trex","TREX","3","4457.25","42.9","1421738","-1.74","-9.24","-13.67","53.23","7.81","1.98","15.24","54.12","30.13","196","Construction","Building Products - Wood","14.68"
"Targa Resources","TRGP","3","62047.76","289.36","1085286",".73","-1.67","6.64","91.74","38.27","3.95","13.55","302.25","146.3","10","Oils-Energy","Oil and Gas - Refining and Marketing - Master Limited Partnerships","13.55"
"Thomson Reuters","TRI","3","41342.62","95.43","1489925","-9.81","-12.14","15.45","21.1","-37.19","3","23.54","166.01","76.55","106","Business Services","Business - Services","21.22"
"Trinity Capital","TRIN","4","1677.97","17.72","867064","-.17","-4.78","-.06","77.8","6.64","23.54","49.8","18.73","14.18","91","Finance","Financial - SBIC & Commercial Industry","42.06"
"TripAdvisor","TRIP","4","1031.35","8.8","3718846","-4.66","-13.64","-37.28","NA","-46.72","3.05","6.31","19.14","8.8","153","Retail-Wholesale","Internet - Commerce",".28"
"Trimble","TRMB","2","13466.14","57.75","3597355","-1.69","-4.81","13.75","25.63","-35.02","-2.61","21.75","83.52","48.87","85","Industrial Products","Manufacturing - General Industrial ","-2.77"
